Degradability	Length	LysRatio	Acetylation_1	Acetylation_2	Methylation_1	Methylation_2	Methylation.K_1	Phosphorylation_1	Phosphorylation_2	Sumoylation_1	Ubiquitination_1	Ubiquitination_2	DisorderFraction	nInteract	nComplex	MOLT4_RNA	MOLT4_Protein	MOLT4_H3K27ac	Detectability	MLN4924_DMSO.PSI	MLN4924.PSI	SCF_DMSO.PSI	SCF.PSI	CRL3_DMSO.PSI	CRL3.PSI	CRL4_DMSO.PSI	CRL4.PSI	GPSarray	GPSseq	Cterminome	Nterminome	Mathieson2018_Bcells_Halflife	Mathieson2018_NKs_Halflife	Mathieson2018_Hepatocytes_Halflife	Mathieson2018_Monocytes_Halflife	Mathieson2018_mNeurons_Halflife	Boisvert2012_Hela_Whole_Turnover	Boisvert2012_Hela_Cytoplasm_Turnover	Boisvert2012_Hela_Nucleus_Turnover	Boisvert2012_Hela_Nucleolus_Turnover	Selbach2011_NIH3T3_Halflife	Zecha2018_Hela_Halflife
STK17B	high	372	0.0483870967741935	0.0555555555555556	0	0	0	0	0.0434782608695652	0.0289855072463768	0	0.444444444444444	0.277777777777778	0.054	131	0	5.12774418463176	-0.265279816403375	0.867	0.986754966887417	5.23927254428273	5.1933908830293	4.75713417200818	4.60693547157898	4.54307492133023	4.26097306242324	3.96922371586497	3.67232784137466	4.62717633837153	4.017	2.11566666666667	3.96866666666667	19.8085	32.692	60.8885	26.985	17.901	14.8669500366667	23.19064999	20.772100445	29.03569984	70.95	41.0414367671429
CDK7	high	346	0.069364161849711	0	0	0	0	0	0.285714285714286	0.19047619047619	0	0.375	0.125	0.136	203	12	4.76411654134185	0.442596637754954	1.344	1	4.53813828499052	4.74432879145699	4.49376117626245	4.57193539846339	4.29634675785425	4.23990754244501	4.62734197839573	4.5503590781464	4.48889704937574	3.89389916770732	2.96563434776974	4.154	57.4095	155.3715	56.398	44.33	28.072	15.3822999	25.12860012	15.35314989	9.122680187	18.21	18.50366205
ITK	high	620	0.067741935483871	0.0238095238095238	0	0	0	0	0.346153846153846	0.211538461538462	0	0.595238095238095	0.404761904761905	0.003	282	2	4.59560481172239	0.923988105597439	1.076	0.76158940397351	5.48783161166601	5.75295577218049	5.63730803311783	5.78639925959107	4.95857035565648	4.93721562073374	5.27419695209204	5.24942831480356	5.33947673813309	4.02368559339578	2.8329996077131	3.959	111.936168138734	13.828	29.16925	21.474	55.35473944767	2.577184916	18.1529200284387	19.2548421031562	16.6467992267176	21.6125	6.354581207
PTK2	high	1052	0.0598859315589354	0.0317460317460317	0	0.008	0	0	0.394117647058824	0.258823529411765	0	0.111111111111111	0	0.088	290	12	1.03586277695367	0.102017785847533	0.003	0.264900662251656	5.10008608368193	4.85551217686652	4.54752788311091	4.78993261112153	5.54009447751411	5.73066218787327	5.05594346729437	6.01885244620195	5.06091297790033	4.14766666666667	3.18618349887922	3.95933333333333	99.323	264.439578776776	256.808611111111	150.62075	41.5305	20.03439999	20.51834965	23.63745022	4.494444847	45.65	47.61397807
MAP3K11	high	847	0.0306965761511216	0	0	0.00952380952380952	0	0	0.324324324324324	0.252252252252252	0	0.153846153846154	0.0384615384615385	0.001	284	3	4.82757425366303	-0.873592549296038	2.155	0.71523178807947	4.88951112697894	4.88668818350384	4.8926394638718	4.89263974649764	4.8730991552436	4.8780772001807	4.86108958368777	4.83564098102404	4.87908483244553	3.26733333333333	4.60584441834885	4.48933333333333	111.936168138734	264.439578776776	103.965788880986	26.252	55.35473944767	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	9.46	2.910520926
ABL1	high	1130	0.0725663716814159	0.0365853658536585	0.0121951219512195	0.00684931506849315	0	0.0121951219512195	0.432558139534884	0.302325581395349	0	0.0365853658536585	0	0.263	812	3	5.34423629099443	1.29766555945173	1.207	0.847682119205298	5.06978142784468	4.94319589430564	5.38326127099096	5.35282495914691	5.1095792842525	5.01670407941076	4.85376495418772	4.37665806355018	5.10409673431897	2.90762541239721	3.52655463895323	2.85950607354739	111.936168138734	264.439578776776	13.3135	102.312612739814	55.35473944767	21.5261235768889	24.2839994433333	24.33108357	12.9778416636	82.9309789096696	37.80948544
ULK1	high	1050	0.04	0.0476190476190476	0	0.00934579439252336	0	0	0.338709677419355	0.220430107526882	0	0.19047619047619	0.0238095238095238	0.003	228	5	5.21402117282282	0.699327801336737	1.26	0.854304635761589	5.65832340519418	5.76392043396417	5.75787671803128	5.72382026213923	4.90214123501574	5.01729204561279	4.907876418473	4.84162535175747	5.30655444417855	4.3152682715727	2.48765290887778	4.763	111.936168138734	264.439578776776	17.7	102.312612739814	13.766	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	82.9309789096696	7.232711612
MARK4	high	752	0.0531914893617021	0	0	0.018348623853211	0.00917431192660551	0	0.239130434782609	0.123188405797101	0	0.325	0.1	0.031	47	0	3.37034254344957	-1.58957777650695	0.986	0.728476821192053	3.60271884519552	3.64726262716801	3.63365843241006	3.60014955745427	4.37343151777862	4.56792122317307	4.78558145730163	4.69132413794813	4.09884756317146	3.57027909619786	3.74	4.034	111.936168138734	264.439578776776	103.965788880986	102.312612739814	29.963	1.71645999	0	0	1.1527149675	2.87	15.939434819
GSK3B	high	420	0.0547619047619048	0.0434782608695652	0	0.02	0	0.0434782608695652	0.375	0.2625	0.0434782608695652	0.521739130434783	0.260869565217391	0.264	1017	14	5.23915540120456	0.917618879374108	0.932	1	4.89164049076587	4.88071996811085	4.76944893168072	4.87775522376722	4.52625456230862	5.38721630636788	4.78080919218588	4.72422518286872	4.74203829423527	4.38266666666667	4.551501918635	4.13098556291602	45.135	138.802	36.4835	102.312612739814	49.1085	10.68865013	2.472409964	16.44560003	16.6467992267176	32.89	40.15804575
AURKB	high	344	0.063953488372093	0.0454545454545455	0	0.0208333333333333	0	0	0.375	0.354166666666667	0.136363636363636	0.818181818181818	0.681818181818182	0.108	457	9	6.12794892868381	-1.02466033062258e-16	2.999	1	5.66568610965645	5.59218066350645	6.05058575562916	6.0780027032203	5.486461179439	5.20801041540439	4.99263895116079	5.03644207704965	5.54884299897135	3.81734261852531	1.58246143750441	4.33450320179664	111.936168138734	264.439578776776	37.88275	102.312612739814	55.35473944767	4.733330011	12.33430004	29.4060566758571	5.006814957	5.34	5.368515119
CDK16	high	496	0.0685483870967742	0.0588235294117647	0	0.0144927536231884	0.0144927536231884	0	0.3875	0.3	0	0.352941176470588	0.147058823529412	0.016	843	0	5.24448415490047	-0.322792134479627	2.057	0.854304635761589	5.27874375368951	5.40445768723108	5.09831851515238	5.16216906558601	4.65572606314097	4.63921393166146	4.43827875745425	4.44355364571885	4.86776677235928	4.20266666666667	3.78866666666667	4.057	40.997	264.439578776776	41.339	102.312612739814	43.384	32.0481987	0	0	0	48.515	31.13868736
MAP4K2	high	820	0.0390243902439024	0	0	0	0	0	0.198347107438017	0.0826446280991736	0	0.3125	0.09375	0.068	38	0	4.09532697929674	0.300649669394347	0.877	0.95364238410596	4.53807621208034	4.55676713441484	4.47246674906335	4.69161073036085	4.74611328501088	4.78158069010843	4.71413748116008	4.47475379341578	4.61769843182866	3.58345059718065	3.01866666666667	3.66133333333333	113.1785	154.771	61.26175	202.634	70.8555625	12.11402380475	19.550125125	13.64083874	17.16244984	38.2016666666667	47.3191726466667
TEC	high	631	0.0839936608557845	0	0	0	0	0	0.192307692307692	0.0673076923076923	0	0.0754716981132075	0.0377358490566038	0.035	224	0	1.40743581605072	0.0113330415467718	1.008	0.509933774834437	4.71250351890831	4.60674549655709	4.98880649805184	4.90388627437231	5.38260342456421	5.31117103402215	5.02722241471493	4.90856140022362	5.02778396405983	4.25784172473372	1.6857625425337	3.62733333333333	68.2345	90.117	42.868	63.101	55.35473944767	20.42080021	18.1729002	18.23090076	16.6467992267176	38.915	53.24237569175
STK33	high	514	0.105058365758755	0.0185185185185185	0	0	0	0	0.217391304347826	0.0760869565217391	0	0.222222222222222	0.037037037037037	0.247	127	0	0.243031971703204	-1.30561514351395	0.007	0.178807947019868	7.08187286123346	6.86788827964353	7.04497264414487	7.07359761244832	4.35911627917351	4.62447519786658	5.74040383224697	5.64153523808949	6.05659140419971	3.987	4.67275542350207	4.70467948897101	99.5916666666667	102.253	83.326	29.9795	55.35473944767	38.4632988	30.8189497	19.743199825	37.28980064	96.186	66.26646086
FYN	high	537	0.0614525139664804	0	0	0	0	0	0.326086956521739	0.195652173913044	0	0.393939393939394	0.121212121212121	0.02	755	8	5.70793553246928	0.889241961537793	1.067	0.947019867549669	5.9447962321355	5.78000251589062	6.00970313473931	6.01414336887788	5.87226865493725	5.80206807592098	6.07953055540425	6.01562333144323	5.97657464430408	3.98925272542029	3.68216666666667	3.38665233049784	36.02	65.557	41.6233333333333	124.971	33.1915	12.77317524	16.2700123775	8.655610085	18.29064941	90.72	40.55303708375
CDK12	high	1490	0.0805369127516778	0.0583333333333333	0.025	0.0272727272727273	0.00909090909090909	0	0.373417721518987	0.262658227848101	0	0.0833333333333333	0.00833333333333333	0.012	307	1	5.41106931998547	0.0418503762749979	1.5	0.721854304635762	4.6582337212025	4.55244888313568	5.16934057754538	5.18496614386853	5.33121256707892	5.1991342143131	5.2409594079547	5.21369539233453	5.09993656844538	3.78584428696336	3.93533333333333	4.089	52.647	128.4145	28.3895	45.43	38.707	14.04735041	10.77348312	18.49009991	4.548399925	6.71	33.79926414
MAPK8	high	427	0.0679156908665105	0.0344827586206896	0.0344827586206896	0	0	0	0.205882352941176	0.0735294117647059	0	0.517241379310345	0.241379310344828	0.237	634	0	5.55270706865018	1.17439638494224	0.968	0.933774834437086	5.45679498256043	5.12935714673901	5.21813845325646	5.15230138452816	4.80644552784001	4.8973732980318	4.98936627240194	4.71484228051447	5.11768630901471	4.67433333333333	3.62895183287027	3.89933333333333	38.8785	66.216	60.8885	53.433	22.24	4.24288336333333	18.1529200284387	11.50440025	25.079925775	73.388	39.8464027676667
CDK1	high	297	0.0808080808080808	0.166666666666667	0.166666666666667	0	0	0	0.458333333333333	0.333333333333333	0.583333333333333	0.875	0.833333333333333	0.01	1160	14	7.30046110501189	-1.02466033062258e-16	0.971	1	5.61257366304386	5.60488005168068	5.66850836977824	5.60832656210109	5.40896987822553	5.21227484813191	4.96991663091249	5.01685074554375	5.41499213549003	3.96747329804543	3.81733333333333	4.07466666666667	111.936168138734	264.439578776776	36.608	24.422	127.139	16.18339968	16.7251997	16.0158	16.85035038	57.25	48.09890988
RPS6KA1	high	735	0.0789115646258503	0.0172413793103448	0	0.010752688172043	0	0	0.309734513274336	0.221238938053097	0	0.5	0.206896551724138	0.072	137	0	3.83624481702512	0.588601570422741	2.452	0.947019867549669	5.03319326338687	4.95318588439061	5.0007645462924	4.94793574681699	5.66664128648452	5.86763100367275	5.24921875029041	4.56781839172601	5.23745446161355	4.048	3.95838544428108	3.574	83.348	166.106	36.015	40.136	83.754	23.51860046	0	0	0	90.15	149.1373844
NEK9	high	979	0.0561797752808989	0.0181818181818182	0	0.0102040816326531	0	0	0.3125	0.21875	0	0.454545454545455	0.2	0.14	261	1	5.53274546475969	1.70090998811096	1.066	1	5.20735404594368	5.21356028214172	5.20405915575888	5.23734141160245	5.21043439341525	5.2022708634085	4.95835367234854	5.04220602557485	5.14505031686659	4.09485740182114	4.565	4.111	92.8825	134.528	78.702	86.9	51.1375	11.52131987	12.83139992	15.402187585875	16.0741119738571	100.37	60.85316324
RIPK1	high	671	0.0655737704918033	0.0681818181818182	0.0227272727272727	0.0273972602739726	0	0	0.315789473684211	0.254385964912281	0	0.5	0.25	0.063	313	3	4.42166079876023	0.897294470429291	1.025	1	4.94861858780038	5.02036516335442	4.96656278319345	4.83803455879223	4.43806554023712	4.405201193509	4.32236469488479	4.21665614248283	4.66890290152894	3.23683333333333	2.17534264509806	4.49633333333333	47.1385	74.0215	43.8678	44.3585	37.3069375	17.8187665933333	17.3121331533333	14.585083009	22.0090996433333	41.26	65.00471323
MAPK6	high	721	0.0624133148404993	0	0	0	0	0	0.213675213675214	0.102564102564103	0	0.466666666666667	0.266666666666667	0.035	777	2	5.35517024256878	-0.524083115679281	1.097	0.483443708609272	5.38275480780172	5.21107953476569	4.90664813713571	5.5749134642358	4.43881712033237	4.40002370530935	3.76949178960403	4.24244676057998	4.62442796371846	2.76414939244379	3.46005614886787	4.08733333333333	111.936168138734	264.439578776776	103.965788880986	102.312612739814	55.35473944767	18.35574913	12.60795021	2.154949903	16.6467992267176	82.9309789096696	23.952876629
NUAK1	high	661	0.0695915279878971	0	0	0.0104166666666667	0	0	0.166666666666667	0.075	0	0	0	0.348	22	0	0.138109232036925	0	0	0.0596026490066225	4.88951112697894	4.88668818350384	4.8926394638718	4.89263974649764	4.8730991552436	4.8780772001807	4.86108958368777	4.83564098102404	4.87908483244553	4.1829349027	3.249	4.60566666666667	21.592	264.439578776776	103.965788880986	102.312612739814	8.582	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	82.9309789096696	5.08176307
TTK	high	857	0.0933488914819137	0.025	0	0.0363636363636364	0	0.0375	0.405228758169935	0.254901960784314	0.0625	0.5875	0.375	0.271	227	0	4.90373722384712	0.45942976193246	1.299	1	6.6959260867429	7.24983553592361	5.11824134231728	5.20695572603582	4.87609838053122	4.95866826490135	4.87461490813445	4.81252772696016	5.39122017943146	4.15767780947768	4.21366666666667	3.76	111.936168138734	264.439578776776	34.0755	102.312612739814	55.35473944767	2.552680016	3.792144775	19.2548421031562	16.6467992267176	7.89	6.729426462
MAP4K1	high	833	0.0528211284513806	0	0	0	0	0	0.272	0.192	0	0.159090909090909	0.0909090909090909	0.007	60	0	5.15229151315083	0.946825598259062	2.005	0.80794701986755	5.36471597648122	5.33667476440289	5.33331281678205	5.33249896587084	5.41488636222235	5.38447199791902	5.40067152042938	5.37026781623893	5.37839666897875	3.45033333333333	3.47033333333333	4.70333333333333	92.9195	139.292	55.858375	73.9099285714286	52.4671875	13.7236783893333	17.435809804	18.5305150725	22.4431667333333	52.3625	59.45139706375
MAP3K1	high	1512	0.044973544973545	0	0	0	0	0	0.163763066202091	0.101045296167247	0.0147058823529412	0.102941176470588	0.0441176470588235	0.269	622	0	2.78080575281202	-0.557344633201016	0.986	0.960264900662252	4.53764184456824	4.39981652899217	4.47848373867457	4.48458097897355	4.4741787971425	4.65194022772073	4.57206449788681	4.43387020249645	4.51559221956803	3.2149056520045	3.64282553272295	4.69101467122402	111.936168138734	264.439578776776	103.965788880986	102.312612739814	55.35473944767	30.26510048	32.40762024	24.554178715375	17.57234001	25.8866666666667	2.775252965
GSK3A	high	483	0.0455486542443064	0.0454545454545455	0	0.0212765957446808	0	0	0.305263157894737	0.221052631578947	0	0.318181818181818	0.181818181818182	0.271	672	0	6.06259532528941	0.540172428488706	1.813	1	5.21293162451895	5.2984249401013	5.16561049825554	5.16544797738377	5.31052212191924	5.35405877655999	5.00415176831487	5.0033915794116	5.17330400325215	2.82641866812491	4.36990661566619	3.07666666666667	78.328	124.397	58.5055	52.5915	50.371	14.94350868425	14.4968401613333	16.675382375	21.90730095	56.03	38.80954584
